# trivial,nontrivial,accuracy
1.000000000000000000e+00,0.000000000000000000e+00,9.536000000000000032e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.983999999999999542e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.536000000000000032e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.979999999999999982e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.536000000000000032e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.963999999999999524e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.536000000000000032e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.951999999999999735e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.532000000000000473e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.939999999999999947e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.527999999999999803e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.939999999999999947e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.544000000000000261e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.916000000000000369e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.536000000000000032e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.888000000000000123e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.524000000000000243e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.888000000000000123e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.544000000000000261e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.856000000000000316e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.527999999999999803e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.856000000000000316e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.524000000000000243e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.808000000000000052e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.519999999999999574e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.776000000000000245e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.519999999999999574e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.776000000000000245e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.512000000000000455e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.744000000000000439e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.504000000000000226e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.739999999999999769e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.527999999999999803e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.707999999999999963e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.504000000000000226e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.751999999999999558e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.576000000000000068e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.727999999999999980e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.572000000000000508e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.676000000000000156e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.559999999999999609e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.727999999999999980e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.631999999999999451e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.671999999999999487e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.556000000000000050e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.676000000000000156e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.532000000000000473e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.624000000000000332e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.544000000000000261e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.636000000000000121e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.519999999999999574e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.599999999999999645e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.556000000000000050e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.447999999999999732e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.524000000000000243e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.492000000000000437e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.556000000000000050e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.467999999999999750e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.576000000000000068e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.455999999999999961e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.559999999999999609e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.455999999999999961e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.544000000000000261e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.475999999999999979e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.492000000000000437e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.447999999999999732e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.499999999999999556e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.392000000000000348e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.447999999999999732e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.379999999999999449e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.467999999999999750e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.324000000000000066e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.472000000000000419e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.223999999999999977e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.459999999999999520e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.295999999999999819e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.439999999999999503e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.255999999999999783e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.444000000000000172e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.207999999999999519e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.435999999999999943e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.215999999999999748e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.447999999999999732e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.192000000000000171e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.464000000000000190e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.147999999999999465e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.412000000000000366e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.200000000000000400e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.419999999999999485e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.255999999999999783e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.404000000000000137e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.187999999999999501e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.399999999999999467e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.227999999999999536e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.360000000000000542e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.364000000000000101e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.332000000000000295e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.272000000000000242e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.324000000000000066e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.344000000000000083e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.360000000000000542e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.412000000000000366e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.387999999999999678e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.399999999999999467e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.384000000000000119e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.439999999999999503e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.399999999999999467e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.504000000000000226e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.364000000000000101e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.564000000000000279e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.335999999999999854e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.536000000000000032e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.320000000000000506e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.587999999999999856e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.352000000000000313e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.544000000000000261e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.344000000000000083e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.604000000000000314e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.384000000000000119e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.587999999999999856e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.347999999999999643e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.627999999999999892e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.340000000000000524e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.671999999999999487e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.344000000000000083e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.659999999999999698e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.347999999999999643e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.707999999999999963e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.340000000000000524e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.776000000000000245e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.364000000000000101e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.687999999999999945e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.327999999999999625e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.756000000000000227e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.335999999999999854e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.716000000000000192e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.327999999999999625e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.679999999999999716e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.307999999999999607e-01
